region_code,time,load_GW
NH,2023-01-01 01:00:00,0.0
NH,2023-01-01 02:00:00,0.0
NH,2023-01-01 03:00:00,0.0
NH,2023-01-01 04:00:00,0.0
NH,2023-01-01 05:00:00,0.0
NH,2023-01-01 06:00:00,0.0
NH,2023-01-01 07:00:00,0.0
NH,2023-01-01 08:00:00,0.0
NH,2023-01-01 09:00:00,0.0
NH,2023-01-01 10:00:00,0.0
NH,2023-01-01 11:00:00,0.0
NH,2023-01-01 12:00:00,0.0
NH,2023-01-01 13:00:00,0.0
NH,2023-01-01 14:00:00,0.0
NH,2023-01-01 15:00:00,0.0
NH,2023-01-01 16:00:00,0.0
NH,2023-01-01 17:00:00,0.0
NH,2023-01-01 18:00:00,0.0
NH,2023-01-01 19:00:00,0.0
NH,2023-01-01 20:00:00,0.0
NH,2023-01-01 21:00:00,0.0
NH,2023-01-01 22:00:00,0.0
NH,2023-01-01 23:00:00,0.0
NJ,2023-01-01 00:00:00,0.0
NJ,2023-01-01 01:00:00,0.0
NJ,2023-01-01 02:00:00,0.0
NJ,2023-01-01 03:00:00,0.0
NJ,2023-01-01 04:00:00,0.0
NJ,2023-01-01 05:00:00,0.0
NJ,2023-01-01 06:00:00,0.0
NJ,2023-01-01 07:00:00,0.0
NJ,2023-01-01 08:00:00,0.0
NJ,2023-01-01 09:00:00,0.0
NJ,2023-01-01 10:00:00,0.0
NJ,2023-01-01 11:00:00,0.0
NJ,2023-01-01 12:00:00,0.0
NJ,2023-01-01 13:00:00,0.0
NJ,2023-01-01 14:00:00,0.0
NJ,2023-01-01 15:00:00,0.0
NJ,2023-01-01 16:00:00,0.0
NJ,2023-01-01 17:00:00,0.0
NJ,2023-01-01 18:00:00,0.0
NJ,2023-01-01 19:00:00,0.0
NJ,2023-01-01 20:00:00,0.0
NJ,2023-01-01 21:00:00,0.0
NJ,2023-01-01 22:00:00,0.0
NJ,2023-01-01 23:00:00,0.0
NM,2023-01-01 00:00:00,0.0
NM,2023-01-01 01:00:00,0.0
NM,2023-01-01 02:00:00,0.0
NM,2023-01-01 03:00:00,0.0
NM,2023-01-01 04:00:00,0.0
NM,2023-01-01 05:00:00,0.0
NM,2023-01-01 06:00:00,0.0
NM,2023-01-01 07:00:00,0.0
NM,2023-01-01 08:00:00,0.0
NM,2023-01-01 09:00:00,0.0
NM,2023-01-01 10:00:00,0.0
NM,2023-01-01 11:00:00,0.0
NM,2023-01-01 12:00:00,0.0
NM,2023-01-01 13:00:00,0.0
NM,2023-01-01 14:00:00,0.0
NM,2023-01-01 15:00:00,0.0
NM,2023-01-01 16:00:00,0.0
NM,2023-01-01 17:00:00,0.0
NM,2023-01-01 18:00:00,0.0
NM,2023-01-01 19:00:00,0.0
NM,2023-01-01 20:00:00,0.0
NM,2023-01-01 21:00:00,0.0
NM,2023-01-01 22:00:00,0.0
NM,2023-01-01 23:00:00,0.0
NV,2023-01-01 00:00:00,3.4
NV,2023-01-01 01:00:00,3.4
NV,2023-01-01 02:00:00,3.4
NV,2023-01-01 03:00:00,3.4
NV,2023-01-01 04:00:00,3.4
NV,2023-01-01 05:00:00,3.4
NV,2023-01-01 06:00:00,3.4
NV,2023-01-01 07:00:00,3.4
NV,2023-01-01 08:00:00,3.4
NV,2023-01-01 09:00:00,3.4
NV,2023-01-01 10:00:00,3.4
NV,2023-01-01 11:00:00,3.4
NV,2023-01-01 12:00:00,3.4
NV,2023-01-01 13:00:00,3.4
NV,2023-01-01 14:00:00,3.4
NV,2023-01-01 15:00:00,3.4
NV,2023-01-01 16:00:00,3.4
NV,2023-01-01 17:00:00,3.4
NV,2023-01-01 18:00:00,3.4
NV,2023-01-01 19:00:00,3.4
NV,2023-01-01 20:00:00,3.4
NV,2023-01-01 21:00:00,3.4
NV,2023-01-01 22:00:00,3.4
NV,2023-01-01 23:00:00,3.4
NY,2023-01-01 00:00:00,1.7
NY,2023-01-01 01:00:00,1.7
NY,2023-01-01 02:00:00,1.7
NY,2023-01-01 03:00:00,1.7
NY,2023-01-01 04:00:00,1.7
NY,2023-01-01 05:00:00,1.7
NY,2023-01-01 06:00:00,1.7
NY,2023-01-01 07:00:00,1.7
NY,2023-01-01 08:00:00,1.7
NY,2023-01-01 09:00:00,1.7
NY,2023-01-01 10:00:00,1.7
NY,2023-01-01 11:00:00,1.7
NY,2023-01-01 12:00:00,1.7
NY,2023-01-01 13:00:00,1.7
NY,2023-01-01 14:00:00,1.7
NY,2023-01-01 15:00:00,1.7
NY,2023-01-01 16:00:00,1.7
NY,2023-01-01 17:00:00,1.7
NY,2023-01-01 18:00:00,1.7
NY,2023-01-01 19:00:00,1.7
NY,2023-01-01 20:00:00,1.7
NY,2023-01-01 21:00:00,1.7
NY,2023-01-01 22:00:00,1.7
NY,2023-01-01 23:00:00,1.7
OH,2023-01-01 00:00:00,0.0
OH,2023-01-01 01:00:00,0.0
OH,2023-01-01 02:00:00,0.0
OH,2023-01-01 03:00:00,0.0
OH,2023-01-01 04:00:00,0.0
OH,2023-01-01 05:00:00,0.0
OH,2023-01-01 06:00:00,0.0
OH,2023-01-01 07:00:00,0.0
OH,2023-01-01 08:00:00,0.0
OH,2023-01-01 09:00:00,0.0
OH,2023-01-01 10:00:00,0.0
OH,2023-01-01 11:00:00,0.0
OH,2023-01-01 12:00:00,0.0
OH,2023-01-01 13:00:00,0.0
OH,2023-01-01 14:00:00,0.0
OH,2023-01-01 15:00:00,0.0
OH,2023-01-01 16:00:00,0.0
OH,2023-01-01 17:00:00,0.0
OH,2023-01-01 18:00:00,0.0
OH,2023-01-01 19:00:00,0.0
OH,2023-01-01 20:00:00,0.0
OH,2023-01-01 21:00:00,0.0
OH,2023-01-01 22:00:00,0.0
OH,2023-01-01 23:00:00,0.0
OK,2023-01-01 00:00:00,0.0
OK,2023-01-01 01:00:00,0.0
OK,2023-01-01 02:00:00,0.0
OK,2023-01-01 03:00:00,0.0
OK,2023-01-01 04:00:00,0.0
OK,2023-01-01 05:00:00,0.0
OK,2023-01-01 06:00:00,0.0
OK,2023-01-01 07:00:00,0.0
OK,2023-01-01 08:00:00,0.0
OK,2023-01-01 09:00:00,0.0
OK,2023-01-01 10:00:00,0.0
OK,2023-01-01 11:00:00,0.0
OK,2023-01-01 12:00:00,0.0
OK,2023-01-01 13:00:00,0.0
OK,2023-01-01 14:00:00,0.0
OK,2023-01-01 15:00:00,0.0
OK,2023-01-01 16:00:00,0.0
OK,2023-01-01 17:00:00,0.0
OK,2023-01-01 18:00:00,0.0
OK,2023-01-01 19:00:00,0.0
OK,2023-01-01 20:00:00,0.0
OK,2023-01-01 21:00:00,0.0
OK,2023-01-01 22:00:00,0.0
OK,2023-01-01 23:00:00,0.0
OR,2023-01-01 00:00:00,4.3
OR,2023-01-01 01:00:00,4.3
OR,2023-01-01 02:00:00,4.3
OR,2023-01-01 03:00:00,4.3
OR,2023-01-01 04:00:00,4.3
OR,2023-01-01 05:00:00,4.3
OR,2023-01-01 06:00:00,4.3
OR,2023-01-01 07:00:00,4.3
OR,2023-01-01 08:00:00,4.3
OR,2023-01-01 09:00:00,4.3
OR,2023-01-01 10:00:00,4.3
OR,2023-01-01 11:00:00,4.3
OR,2023-01-01 12:00:00,4.3
OR,2023-01-01 13:00:00,4.3
OR,2023-01-01 14:00:00,4.3
OR,2023-01-01 15:00:00,4.3
OR,2023-01-01 16:00:00,4.3
OR,2023-01-01 17:00:00,4.3
OR,2023-01-01 18:00:00,4.3
OR,2023-01-01 19:00:00,4.3
OR,2023-01-01 20:00:00,4.3
OR,2023-01-01 21:00:00,4.3
OR,2023-01-01 22:00:00,4.3
OR,2023-01-01 23:00:00,4.3
PA,2023-01-01 00:00:00,0.0
PA,2023-01-01 01:00:00,0.0
PA,2023-01-01 02:00:00,0.0
PA,2023-01-01 03:00:00,0.0
PA,2023-01-01 04:00:00,0.0
PA,2023-01-01 05:00:00,0.0
PA,2023-01-01 06:00:00,0.0
PA,2023-01-01 07:00:00,0.0
PA,2023-01-01 08:00:00,0.0
PA,2023-01-01 09:00:00,0.0
PA,2023-01-01 10:00:00,0.0
PA,2023-01-01 11:00:00,0.0
PA,2023-01-01 12:00:00,0.0
PA,2023-01-01 13:00:00,0.0
PA,2023-01-01 14:00:00,0.0
PA,2023-01-01 15:00:00,0.0
PA,2023-01-01 16:00:00,0.0
PA,2023-01-01 17:00:00,0.0
PA,2023-01-01 18:00:00,0.0
PA,2023-01-01 19:00:00,0.0
PA,2023-01-01 20:00:00,0.0
PA,2023-01-01 21:00:00,0.0
PA,2023-01-01 22:00:00,0.0
PA,2023-01-01 23:00:00,0.0
RI,2023-01-01 00:00:00,0.0
RI,2023-01-01 01:00:00,0.0
RI,2023-01-01 02:00:00,0.0
RI,2023-01-01 03:00:00,0.0
RI,2023-01-01 04:00:00,0.0
RI,2023-01-01 05:00:00,0.0
RI,2023-01-01 06:00:00,0.0
RI,2023-01-01 07:00:00,0.0
RI,2023-01-01 08:00:00,0.0
RI,2023-01-01 09:00:00,0.0
RI,2023-01-01 10:00:00,0.0
RI,2023-01-01 11:00:00,0.0
RI,2023-01-01 12:00:00,0.0
RI,2023-01-01 13:00:00,0.0
RI,2023-01-01 14:00:00,0.0
RI,2023-01-01 15:00:00,0.0
RI,2023-01-01 16:00:00,0.0
RI,2023-01-01 17:00:00,0.0
RI,2023-01-01 18:00:00,0.0
RI,2023-01-01 19:00:00,0.0
RI,2023-01-01 20:00:00,0.0
RI,2023-01-01 21:00:00,0.0
RI,2023-01-01 22:00:00,0.0
RI,2023-01-01 23:00:00,0.0
SC,2023-01-01 00:00:00,0.0
SC,2023-01-01 01:00:00,0.0
SC,2023-01-01 02:00:00,0.0
SC,2023-01-01 03:00:00,0.0
SC,2023-01-01 04:00:00,0.0
SC,2023-01-01 05:00:00,0.0
SC,2023-01-01 06:00:00,0.0
SC,2023-01-01 07:00:00,0.0
SC,2023-01-01 08:00:00,0.0
SC,2023-01-01 09:00:00,0.0
SC,2023-01-01 10:00:00,0.0
SC,2023-01-01 11:00:00,0.0
SC,2023-01-01 12:00:00,0.0
SC,2023-01-01 13:00:00,0.0
SC,2023-01-01 14:00:00,0.0
SC,2023-01-01 15:00:00,0.0
SC,2023-01-01 16:00:00,0.0
SC,2023-01-01 17:00:00,0.0
SC,2023-01-01 18:00:00,0.0
SC,2023-01-01 19:00:00,0.0
SC,2023-01-01 20:00:00,0.0
SC,2023-01-01 21:00:00,0.0
SC,2023-01-01 22:00:00,0.0
SC,2023-01-01 23:00:00,0.0
SD,2023-01-01 00:00:00,0.0
SD,2023-01-01 01:00:00,0.0
SD,2023-01-01 02:00:00,0.0
SD,2023-01-01 03:00:00,0.0
SD,2023-01-01 04:00:00,0.0
SD,2023-01-01 05:00:00,0.0
SD,2023-01-01 06:00:00,0.0
SD,2023-01-01 07:00:00,0.0
SD,2023-01-01 08:00:00,0.0
SD,2023-01-01 09:00:00,0.0
SD,2023-01-01 10:00:00,0.0
SD,2023-01-01 11:00:00,0.0
SD,2023-01-01 12:00:00,0.0
SD,2023-01-01 13:00:00,0.0
SD,2023-01-01 14:00:00,0.0
SD,2023-01-01 15:00:00,0.0
SD,2023-01-01 16:00:00,0.0
SD,2023-01-01 17:00:00,0.0
SD,2023-01-01 18:00:00,0.0
SD,2023-01-01 19:00:00,0.0
SD,2023-01-01 20:00:00,0.0
SD,2023-01-01 21:00:00,0.0
SD,2023-01-01 22:00:00,0.0
SD,2023-01-01 23:00:00,0.0
TN,2023-01-01 00:00:00,0.0
TN,2023-01-01 01:00:00,0.0
TN,2023-01-01 02:00:00,0.0
TN,2023-01-01 03:00:00,0.0
TN,2023-01-01 04:00:00,0.0
TN,2023-01-01 05:00:00,0.0
TN,2023-01-01 06:00:00,0.0
TN,2023-01-01 07:00:00,0.0
TN,2023-01-01 08:00:00,0.0
TN,2023-01-01 09:00:00,0.0
TN,2023-01-01 10:00:00,0.0
TN,2023-01-01 11:00:00,0.0
TN,2023-01-01 12:00:00,0.0
TN,2023-01-01 13:00:00,0.0
TN,2023-01-01 14:00:00,0.0
TN,2023-01-01 15:00:00,0.0
TN,2023-01-01 16:00:00,0.0
TN,2023-01-01 17:00:00,0.0
TN,2023-01-01 18:00:00,0.0
TN,2023-01-01 19:00:00,0.0
TN,2023-01-01 20:00:00,0.0
TN,2023-01-01 21:00:00,0.0
TN,2023-01-01 22:00:00,0.0
TN,2023-01-01 23:00:00,0.0
TX,2023-01-01 00:00:00,8.6
TX,2023-01-01 01:00:00,8.6
TX,2023-01-01 02:00:00,8.6
TX,2023-01-01 03:00:00,8.6
TX,2023-01-01 04:00:00,8.6
TX,2023-01-01 05:00:00,8.6
TX,2023-01-01 06:00:00,8.6
TX,2023-01-01 07:00:00,8.6
TX,2023-01-01 08:00:00,8.6
TX,2023-01-01 09:00:00,8.6
TX,2023-01-01 10:00:00,8.6
TX,2023-01-01 11:00:00,8.6
TX,2023-01-01 12:00:00,8.6
TX,2023-01-01 13:00:00,8.6
TX,2023-01-01 14:00:00,8.6
TX,2023-01-01 15:00:00,8.6
TX,2023-01-01 16:00:00,8.6
TX,2023-01-01 17:00:00,8.6
TX,2023-01-01 18:00:00,8.6
TX,2023-01-01 19:00:00,8.6
TX,2023-01-01 20:00:00,8.6
TX,2023-01-01 21:00:00,8.6
TX,2023-01-01 22:00:00,8.6
TX,2023-01-01 23:00:00,8.6
UT,2023-01-01 00:00:00,0.7
UT,2023-01-01 01:00:00,0.7
UT,2023-01-01 02:00:00,0.7
UT,2023-01-01 03:00:00,0.7
UT,2023-01-01 04:00:00,0.7
UT,2023-01-01 05:00:00,0.7
UT,2023-01-01 06:00:00,0.7
UT,2023-01-01 07:00:00,0.7
UT,2023-01-01 08:00:00,0.7
UT,2023-01-01 09:00:00,0.7
UT,2023-01-01 10:00:00,0.7
UT,2023-01-01 11:00:00,0.7
UT,2023-01-01 12:00:00,0.7
UT,2023-01-01 13:00:00,0.7
UT,2023-01-01 14:00:00,0.7
UT,2023-01-01 15:00:00,0.7
UT,2023-01-01 16:00:00,0.7
UT,2023-01-01 17:00:00,0.7
UT,2023-01-01 18:00:00,0.7
UT,2023-01-01 19:00:00,0.7
UT,2023-01-01 20:00:00,0.7
UT,2023-01-01 21:00:00,0.7
UT,2023-01-01 22:00:00,0.7
UT,2023-01-01 23:00:00,0.7
VA,2023-01-01 00:00:00,24.0
VA,2023-01-01 01:00:00,24.0
VA,2023-01-01 02:00:00,24.0
VA,2023-01-01 03:00:00,24.0
VA,2023-01-01 04:00:00,24.0
VA,2023-01-01 05:00:00,24.0
VA,2023-01-01 06:00:00,24.0
VA,2023-01-01 07:00:00,24.0
VA,2023-01-01 08:00:00,24.0
VA,2023-01-01 09:00:00,24.0
VA,2023-01-01 10:00:00,24.0
VA,2023-01-01 11:00:00,24.0
VA,2023-01-01 12:00:00,24.0
VA,2023-01-01 13:00:00,24.0
VA,2023-01-01 14:00:00,24.0
VA,2023-01-01 15:00:00,24.0
VA,2023-01-01 16:00:00,24.0
VA,2023-01-01 17:00:00,24.0
VA,2023-01-01 18:00:00,24.0
VA,2023-01-01 19:00:00,24.0
VA,2023-01-01 20:00:00,24.0
VA,2023-01-01 21:00:00,24.0
VA,2023-01-01 22:00:00,24.0
VA,2023-01-01 23:00:00,24.0
VT,2023-01-01 00:00:00,0.0
VT,2023-01-01 01:00:00,0.0
VT,2023-01-01 02:00:00,0.0
VT,2023-01-01 03:00:00,0.0
VT,2023-01-01 04:00:00,0.0
VT,2023-01-01 05:00:00,0.0
VT,2023-01-01 06:00:00,0.0
VT,2023-01-01 07:00:00,0.0
VT,2023-01-01 08:00:00,0.0
VT,2023-01-01 09:00:00,0.0
VT,2023-01-01 10:00:00,0.0
VT,2023-01-01 11:00:00,0.0
VT,2023-01-01 12:00:00,0.0
VT,2023-01-01 13:00:00,0.0
VT,2023-01-01 14:00:00,0.0
VT,2023-01-01 15:00:00,0.0
VT,2023-01-01 16:00:00,0.0
VT,2023-01-01 17:00:00,0.0
VT,2023-01-01 18:00:00,0.0
VT,2023-01-01 19:00:00,0.0
VT,2023-01-01 20:00:00,0.0
VT,2023-01-01 21:00:00,0.0
VT,2023-01-01 22:00:00,0.0
VT,2023-01-01 23:00:00,0.0
WA,2023-01-01 00:00:00,1.4
WA,2023-01-01 01:00:00,1.4
WA,2023-01-01 02:00:00,1.4
WA,2023-01-01 03:00:00,1.4
WA,2023-01-01 04:00:00,1.4
WA,2023-01-01 05:00:00,1.4
WA,2023-01-01 06:00:00,1.4
WA,2023-01-01 07:00:00,1.4
WA,2023-01-01 08:00:00,1.4
WA,2023-01-01 09:00:00,1.4
WA,2023-01-01 10:00:00,1.4
WA,2023-01-01 11:00:00,1.4
WA,2023-01-01 12:00:00,1.4
WA,2023-01-01 13:00:00,1.4
WA,2023-01-01 14:00:00,1.4
WA,2023-01-01 15:00:00,1.4
WA,2023-01-01 16:00:00,1.4
WA,2023-01-01 17:00:00,1.4
WA,2023-01-01 18:00:00,1.4
WA,2023-01-01 19:00:00,1.4
WA,2023-01-01 20:00:00,1.4
WA,2023-01-01 21:00:00,1.4
WA,2023-01-01 22:00:00,1.4
WA,2023-01-01 23:00:00,1.4
WI,2023-01-01 00:00:00,0.0
WI,2023-01-01 01:00:00,0.0
WI,2023-01-01 02:00:00,0.0
WI,2023-01-01 03:00:00,0.0
WI,2023-01-01 04:00:00,0.0
WI,2023-01-01 05:00:00,0.0
WI,2023-01-01 06:00:00,0.0
WI,2023-01-01 07:00:00,0.0
WI,2023-01-01 08:00:00,0.0
WI,2023-01-01 09:00:00,0.0
WI,2023-01-01 10:00:00,0.0
WI,2023-01-01 11:00:00,0.0
WI,2023-01-01 12:00:00,0.0
WI,2023-01-01 13:00:00,0.0
WI,2023-01-01 14:00:00,0.0
WI,2023-01-01 15:00:00,0.0
WI,2023-01-01 16:00:00,0.0
WI,2023-01-01 17:00:00,0.0
WI,2023-01-01 18:00:00,0.0
WI,2023-01-01 19:00:00,0.0
WI,2023-01-01 20:00:00,0.0
WI,2023-01-01 21:00:00,0.0
WI,2023-01-01 22:00:00,0.0
WI,2023-01-01 23:00:00,0.0
WV,2023-01-01 00:00:00,0.0
WV,2023-01-01 01:00:00,0.0
WV,2023-01-01 02:00:00,0.0
WV,2023-01-01 03:00:00,0.0
WV,2023-01-01 04:00:00,0.0
WV,2023-01-01 05:00:00,0.0
WV,2023-01-01 06:00:00,0.0
WV,2023-01-01 07:00:00,0.0
WV,2023-01-01 08:00:00,0.0
WV,2023-01-01 09:00:00,0.0
WV,2023-01-01 10:00:00,0.0
WV,2023-01-01 11:00:00,0.0
WV,2023-01-01 12:00:00,0.0
WV,2023-01-01 13:00:00,0.0
WV,2023-01-01 14:00:00,0.0
WV,2023-01-01 15:00:00,0.0
WV,2023-01-01 16:00:00,0.0
WV,2023-01-01 17:00:00,0.0
WV,2023-01-01 18:00:00,0.0
WV,2023-01-01 19:00:00,0.0
WV,2023-01-01 20:00:00,0.0
WV,2023-01-01 21:00:00,0.0
WV,2023-01-01 22:00:00,0.0
WV,2023-01-01 23:00:00,0.0
WY,2023-01-01 00:00:00,0.0
WY,2023-01-01 01:00:00,0.0
WY,2023-01-01 02:00:00,0.0
WY,2023-01-01 03:00:00,0.0
WY,2023-01-01 04:00:00,0.0
WY,2023-01-01 05:00:00,0.0
WY,2023-01-01 06:00:00,0.0
WY,2023-01-01 07:00:00,0.0
WY,2023-01-01 08:00:00,0.0
WY,2023-01-01 09:00:00,0.0
WY,2023-01-01 10:00:00,0.0
WY,2023-01-01 11:00:00,0.0
WY,2023-01-01 12:00:00,0.0
WY,2023-01-01 13:00:00,0.0
WY,2023-01-01 14:00:00,0.0
WY,2023-01-01 15:00:00,0.0
WY,2023-01-01 16:00:00,0.0
WY,2023-01-01 17:00:00,0.0
WY,2023-01-01 18:00:00,0.0
WY,2023-01-01 19:00:00,0.0
WY,2023-01-01 20:00:00,0.0
WY,2023-01-01 21:00:00,0.0
WY,2023-01-01 22:00:00,0.0
WY,2023-01-01 23:00:00,0.0
